"Time / ps","DonorIdx","AccptIdx","PHT / eV"
10050.0,96,94,0.12274024138692873
10050.0,96,57,-0.06934489309291479
10100.0,96,94,0.08481271027911999
10100.0,96,57,0.10953908711620233
10150.0,96,94,0.10843157490405927
10150.0,96,57,0.14303370569067447
10200.0,96,94,-0.11354876876419578
10200.0,96,57,-0.03234394860833301
10250.0,96,94,-0.0718287323861215
10250.0,96,57,0.05172001742921459
10300.0,96,94,0.11187259443055256
10300.0,96,57,0.10851954547885272
10350.0,96,94,-0.13615061255767105
10350.0,96,57,0.11230263012053351
10400.0,96,94,-0.07119712577624626
10400.0,96,57,-0.10216225093217966
10450.0,96,94,0.12585438131746576
10450.0,96,57,-0.10045695111220797
10500.0,96,94,0.1433952096399153
10500.0,96,57,0.027852777282492386
10550.0,96,94,0.1343986963361804
10550.0,96,57,-0.022618452487383162
10600.0,96,94,0.08155969502179174
10600.0,96,57,-0.016587171282677723
10650.0,96,94,-0.11099613829360204
10650.0,96,57,-0.07986685868880854
10700.0,96,94,-0.12807851508295007
10700.0,96,57,-0.049441205982332107
10750.0,96,94,-0.12773290268922563
10750.0,96,57,-0.06561294146237256
10800.0,96,94,-0.16678263330067655
10800.0,96,57,-0.06373119310828682
10850.0,96,94,0.06535857070963322
10850.0,96,57,0.10440767065483618
10900.0,96,94,0.08233096932904171
10900.0,96,57,-0.0116343690040892
10950.0,96,94,-0.06266883171299234
10950.0,96,57,-0.05035495166840673
11000.0,96,94,0.13158077054126108
11000.0,96,57,0.12126119048545765
11050.0,96,94,-0.09417980011588074
11050.0,96,57,-0.055903023068326944
11100.0,96,94,0.11699418543437298
11100.0,96,57,-0.10690503475987191
11150.0,96,94,0.07259605973442355
11150.0,96,57,0.12252316344424569
11200.0,96,94,-0.07759467848627544
11200.0,96,57,-0.12428872480276222
11250.0,96,94,0.14554600147929403
11250.0,96,57,-0.1285399290172132
11300.0,96,94,0.12993374859554457
11300.0,96,57,-0.14638873324178425
11350.0,96,94,-0.09733156706119765
11350.0,96,57,0.11195137671881374
11400.0,96,94,0.11771612194519651
11400.0,96,57,0.1611131723591153
11450.0,96,94,-0.0685677797672141
11450.0,96,57,-0.09993674983671862
11500.0,96,94,-0.0679114801139132
11500.0,96,57,0.11219826920984524
11550.0,96,94,-0.05432312994923776
11550.0,96,57,-0.09399199936993735
11600.0,96,94,-0.10692002123020806
11600.0,96,57,-0.12262046270993006
11650.0,96,94,0.08355685862827862
