"Time / ps","DonorIdx","AccptIdx","PHT / eV"
10050.0,96,94,0.0906733983532765
10050.0,96,57,-0.03130519299209539
10100.0,96,94,-0.07462839953347074
10100.0,96,57,0.035716381766722816
10150.0,96,94,-0.0785191423822995
10150.0,96,57,-0.0706935845480396
10200.0,96,94,0.04523595510254916
10200.0,96,57,0.09359382023234743
10250.0,96,94,-0.05894514536284881
10250.0,96,57,-0.1023292465078721
10300.0,96,94,0.022925035512446585
10300.0,96,57,0.08515974855979681
10350.0,96,94,0.08555152894870326
10350.0,96,57,-0.04258147424213637
10400.0,96,94,-0.08476437584194638
10400.0,96,57,-0.08492943971623422
10450.0,96,94,-0.08544693940727299
10450.0,96,57,0.058515541695353834
10500.0,96,94,0.0901413686290406
10500.0,96,57,-0.09630739761435411
10550.0,96,94,0.1033140117461433
10550.0,96,57,0.05669243672775788
10600.0,96,94,-0.08309230051397044
10600.0,96,57,-0.01141637159033812
10650.0,96,94,0.04850328804850803
10650.0,96,57,0.04189300978592642
10700.0,96,94,-0.11945516928502653
10700.0,96,57,-0.02654285206571624
10750.0,96,94,-0.07116090725842117
10750.0,96,57,0.07484428834036382
10800.0,96,94,-0.14343755132083838
10800.0,96,57,0.033203090870800755
10850.0,96,94,-0.11770436678262164
10850.0,96,57,0.1571705584265699
10900.0,96,94,0.03938894003881906
10900.0,96,57,-0.12644693724045897
10950.0,96,94,0.044556744741857376
10950.0,96,57,-0.047037561899381145
11000.0,96,94,-0.11012214738136063
11000.0,96,57,-0.054659637471722027
11050.0,96,94,0.07260826807895363
11050.0,96,57,0.0710926264361728
11100.0,96,94,0.05416020426073333
11100.0,96,57,-0.0886947007438956
11150.0,96,94,0.06469721446193973
11150.0,96,57,-0.04853630174076008
11200.0,96,94,0.06384743993233842
11200.0,96,57,0.03238912266701231
11250.0,96,94,0.0900830046259899
11250.0,96,57,-0.07907987131853483
11300.0,96,94,-0.10181606579718251
11300.0,96,57,0.06628818013828698
11350.0,96,94,0.07595962115313488
11350.0,96,57,0.026837271662786127
11400.0,96,94,0.07358344038811526
11400.0,96,57,-0.0644100005000275
11450.0,96,94,0.044761078393274596
11450.0,96,57,0.052603652667956635
11500.0,96,94,0.03745075874957696
11500.0,96,57,0.09964795936052422
11550.0,96,94,-0.07011375997220057
